Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,014015,1944,10,82.3,Y
IDCJAC0001,014015,1944,11,229.4,Y
IDCJAC0001,014015,1944,12,301.8,Y
IDCJAC0001,014015,1945,01,239.6,Y
IDCJAC0001,014015,1945,02,377.4,Y
IDCJAC0001,014015,1945,03,474.2,Y
IDCJAC0001,014015,1945,04,125.8,Y
IDCJAC0001,014015,1945,05,0.0,Y
IDCJAC0001,014015,1945,06,0.0,Y
IDCJAC0001,014015,1945,07,0.5,Y
IDCJAC0001,014015,1945,08,0.3,Y
IDCJAC0001,014015,1945,09,0.0,Y
IDCJAC0001,014015,1945,10,99.4,Y
IDCJAC0001,014015,1945,11,198.9,Y
IDCJAC0001,014015,1945,12,199.9,Y
IDCJAC0001,014015,1946,01,287.3,Y
IDCJAC0001,014015,1946,02,303.8,Y
IDCJAC0001,014015,1946,03,128.0,Y
IDCJAC0001,014015,1946,04,1.0,Y
IDCJAC0001,014015,1946,05,0.0,Y
IDCJAC0001,014015,1946,06,0.8,Y
IDCJAC0001,014015,1946,07,1.6,Y
IDCJAC0001,014015,1946,08,15.2,Y
IDCJAC0001,014015,1946,09,13.0,Y
IDCJAC0001,014015,1946,10,9.9,Y
IDCJAC0001,014015,1946,11,60.2,Y
IDCJAC0001,014015,1946,12,203.9,Y
IDCJAC0001,014015,1947,01,233.3,Y
IDCJAC0001,014015,1947,02,375.0,Y
IDCJAC0001,014015,1947,03,466.1,Y
IDCJAC0001,014015,1947,04,53.1,Y
IDCJAC0001,014015,1947,05,0.0,Y
IDCJAC0001,014015,1947,06,0.8,Y
IDCJAC0001,014015,1947,07,0.0,Y
IDCJAC0001,014015,1947,08,83.8,Y
IDCJAC0001,014015,1947,09,64.3,Y
IDCJAC0001,014015,1947,10,99.6,Y
IDCJAC0001,014015,1947,11,97.6,Y
IDCJAC0001,014015,1947,12,198.6,Y
IDCJAC0001,014015,1948,01,171.2,Y
IDCJAC0001,014015,1948,02,205.5,Y
IDCJAC0001,014015,1948,03,306.4,Y
IDCJAC0001,014015,1948,04,245.4,Y
IDCJAC0001,014015,1948,05,0.0,Y
IDCJAC0001,014015,1948,06,0.0,Y
IDCJAC0001,014015,1948,07,0.0,Y
IDCJAC0001,014015,1948,08,0.0,Y
IDCJAC0001,014015,1948,09,6.9,Y
IDCJAC0001,014015,1948,10,2.3,Y
IDCJAC0001,014015,1948,11,157.6,Y
IDCJAC0001,014015,1948,12,208.6,Y
IDCJAC0001,014015,1949,01,208.8,Y
IDCJAC0001,014015,1949,02,553.4,Y
IDCJAC0001,014015,1949,03,397.7,Y
IDCJAC0001,014015,1949,04,77.7,Y
IDCJAC0001,014015,1949,05,0.0,Y
IDCJAC0001,014015,1949,06,0.0,Y
IDCJAC0001,014015,1949,07,0.0,Y
IDCJAC0001,014015,1949,08,0.0,Y
IDCJAC0001,014015,1949,09,0.5,Y
IDCJAC0001,014015,1949,10,21.4,Y
IDCJAC0001,014015,1949,11,70.8,Y
IDCJAC0001,014015,1949,12,350.3,Y
IDCJAC0001,014015,1950,01,593.0,Y
IDCJAC0001,014015,1950,02,319.8,Y
IDCJAC0001,014015,1950,03,230.9,Y
IDCJAC0001,014015,1950,04,4.1,Y
IDCJAC0001,014015,1950,05,1.3,Y
IDCJAC0001,014015,1950,06,2.8,Y
IDCJAC0001,014015,1950,07,0.0,Y
IDCJAC0001,014015,1950,08,0.8,Y
IDCJAC0001,014015,1950,09,18.3,Y
IDCJAC0001,014015,1950,10,128.9,Y
IDCJAC0001,014015,1950,11,151.2,Y
IDCJAC0001,014015,1950,12,357.9,Y
IDCJAC0001,014015,1951,01,198.6,Y
IDCJAC0001,014015,1951,02,341.6,Y
IDCJAC0001,014015,1951,03,171.5,Y
IDCJAC0001,014015,1951,04,43.8,Y
IDCJAC0001,014015,1951,05,0.0,Y
IDCJAC0001,014015,1951,06,0.0,Y
IDCJAC0001,014015,1951,07,0.0,Y
IDCJAC0001,014015,1951,08,0.5,Y
IDCJAC0001,014015,1951,09,6.6,Y
IDCJAC0001,014015,1951,10,111.3,Y
IDCJAC0001,014015,1951,11,109.4,Y
IDCJAC0001,014015,1951,12,168.9,Y
IDCJAC0001,014015,1952,01,317.2,Y
IDCJAC0001,014015,1952,02,158.5,Y
IDCJAC0001,014015,1952,03,171.7,Y
IDCJAC0001,014015,1952,04,27.6,Y
IDCJAC0001,014015,1952,05,0.0,Y
IDCJAC0001,014015,1952,06,0.0,Y
IDCJAC0001,014015,1952,07,3.3,Y
IDCJAC0001,014015,1952,08,0.3,Y
IDCJAC0001,014015,1952,09,10.0,Y
IDCJAC0001,014015,1952,10,45.8,Y
IDCJAC0001,014015,1952,11,199.1,Y
IDCJAC0001,014015,1952,12,170.9,Y
IDCJAC0001,014015,1953,01,465.5,Y
IDCJAC0001,014015,1953,02,325.0,Y
IDCJAC0001,014015,1953,03,203.5,Y
IDCJAC0001,014015,1953,04,357.0,Y
IDCJAC0001,014015,1953,05,0.0,Y
IDCJAC0001,014015,1953,06,0.0,Y
IDCJAC0001,014015,1953,07,0.0,Y
IDCJAC0001,014015,1953,08,0.0,Y
IDCJAC0001,014015,1953,09,0.5,Y
IDCJAC0001,014015,1953,10,0.0,Y
IDCJAC0001,014015,1953,11,115.1,Y
IDCJAC0001,014015,1953,12,231.7,Y
IDCJAC0001,014015,1954,01,460.3,Y
IDCJAC0001,014015,1954,02,229.2,Y
IDCJAC0001,014015,1954,03,225.7,Y
IDCJAC0001,014015,1954,04,168.6,Y
IDCJAC0001,014015,1954,05,0.0,Y
IDCJAC0001,014015,1954,06,0.0,Y
IDCJAC0001,014015,1954,07,0.0,Y
IDCJAC0001,014015,1954,08,3.8,Y
IDCJAC0001,014015,1954,09,23.4,Y
IDCJAC0001,014015,1954,10,338.7,Y
IDCJAC0001,014015,1954,11,186.3,Y
IDCJAC0001,014015,1954,12,257.1,Y
IDCJAC0001,014015,1955,01,205.5,Y
IDCJAC0001,014015,1955,02,654.0,Y
IDCJAC0001,014015,1955,03,310.0,Y
IDCJAC0001,014015,1955,04,186.6,Y
IDCJAC0001,014015,1955,05,31.5,Y
IDCJAC0001,014015,1955,06,4.0,Y
IDCJAC0001,014015,1955,07,9.7,Y
IDCJAC0001,014015,1955,08,0.0,Y
IDCJAC0001,014015,1955,09,0.0,Y
IDCJAC0001,014015,1955,10,1.4,Y
IDCJAC0001,014015,1955,11,219.3,Y
IDCJAC0001,014015,1955,12,113.5,Y
IDCJAC0001,014015,1956,01,344.7,Y
IDCJAC0001,014015,1956,02,629.5,Y
IDCJAC0001,014015,1956,03,220.2,Y
IDCJAC0001,014015,1956,04,218.4,Y
IDCJAC0001,014015,1956,05,96.8,Y
IDCJAC0001,014015,1956,06,0.0,Y
IDCJAC0001,014015,1956,07,6.1,Y
IDCJAC0001,014015,1956,08,0.8,Y
IDCJAC0001,014015,1956,09,18.6,Y
IDCJAC0001,014015,1956,10,150.2,Y
IDCJAC0001,014015,1956,11,215.2,Y
IDCJAC0001,014015,1956,12,406.5,Y
IDCJAC0001,014015,1957,01,564.0,Y
IDCJAC0001,014015,1957,02,355.3,Y
IDCJAC0001,014015,1957,03,360.3,Y
IDCJAC0001,014015,1957,04,30.5,Y
IDCJAC0001,014015,1957,05,12.9,Y
IDCJAC0001,014015,1957,06,4.6,Y
IDCJAC0001,014015,1957,07,5.3,Y
IDCJAC0001,014015,1957,08,0.0,Y
IDCJAC0001,014015,1957,09,3.8,Y
IDCJAC0001,014015,1957,10,21.4,Y
IDCJAC0001,014015,1957,11,113.6,Y
IDCJAC0001,014015,1957,12,412.2,Y
IDCJAC0001,014015,1958,01,173.1,Y
IDCJAC0001,014015,1958,02,221.1,Y
IDCJAC0001,014015,1958,03,194.4,Y
IDCJAC0001,014015,1958,04,127.1,Y
IDCJAC0001,014015,1958,05,5.4,Y
IDCJAC0001,014015,1958,06,0.0,Y
IDCJAC0001,014015,1958,07,3.3,Y
IDCJAC0001,014015,1958,08,0.3,Y
IDCJAC0001,014015,1958,09,0.0,Y
IDCJAC0001,014015,1958,10,37.9,Y
IDCJAC0001,014015,1958,11,132.4,Y
IDCJAC0001,014015,1958,12,181.9,Y
IDCJAC0001,014015,1959,01,442.5,Y
IDCJAC0001,014015,1959,02,103.3,Y
IDCJAC0001,014015,1959,03,140.6,Y
IDCJAC0001,014015,1959,04,331.3,Y
IDCJAC0001,014015,1959,05,12.2,Y
IDCJAC0001,014015,1959,06,0.3,Y
IDCJAC0001,014015,1959,07,0.0,Y
IDCJAC0001,014015,1959,08,0.0,Y
IDCJAC0001,014015,1959,09,36.3,Y
IDCJAC0001,014015,1959,10,18.5,Y
IDCJAC0001,014015,1959,11,138.7,Y
IDCJAC0001,014015,1959,12,328.4,Y
IDCJAC0001,014015,1960,01,568.1,Y
IDCJAC0001,014015,1960,02,414.1,Y
IDCJAC0001,014015,1960,03,446.0,Y
IDCJAC0001,014015,1960,04,81.4,Y
IDCJAC0001,014015,1960,05,13.2,Y
IDCJAC0001,014015,1960,06,0.0,Y
IDCJAC0001,014015,1960,07,0.0,Y
IDCJAC0001,014015,1960,08,0.0,Y
IDCJAC0001,014015,1960,09,2.0,Y
IDCJAC0001,014015,1960,10,47.1,Y
IDCJAC0001,014015,1960,11,77.6,Y
IDCJAC0001,014015,1960,12,106.2,Y
IDCJAC0001,014015,1961,01,263.2,Y
IDCJAC0001,014015,1961,02,368.6,Y
IDCJAC0001,014015,1961,03,94.4,Y
IDCJAC0001,014015,1961,04,97.3,Y
IDCJAC0001,014015,1961,05,0.3,Y
IDCJAC0001,014015,1961,06,0.0,Y
IDCJAC0001,014015,1961,07,0.0,Y
IDCJAC0001,014015,1961,08,0.0,Y
IDCJAC0001,014015,1961,09,0.5,Y
IDCJAC0001,014015,1961,10,61.2,Y
IDCJAC0001,014015,1961,11,179.7,Y
IDCJAC0001,014015,1961,12,55.6,Y
IDCJAC0001,014015,1962,01,571.0,Y
IDCJAC0001,014015,1962,02,464.8,Y
IDCJAC0001,014015,1962,03,175.2,Y
IDCJAC0001,014015,1962,04,26.5,Y
IDCJAC0001,014015,1962,05,0.3,Y
IDCJAC0001,014015,1962,06,0.3,Y
IDCJAC0001,014015,1962,07,0.3,Y
IDCJAC0001,014015,1962,08,0.0,Y
IDCJAC0001,014015,1962,09,0.0,Y
IDCJAC0001,014015,1962,10,53.7,Y
IDCJAC0001,014015,1962,11,142.3,Y
IDCJAC0001,014015,1962,12,187.4,Y
IDCJAC0001,014015,1963,01,310.6,Y
IDCJAC0001,014015,1963,02,330.4,Y
IDCJAC0001,014015,1963,03,228.2,Y
IDCJAC0001,014015,1963,04,125.3,Y
IDCJAC0001,014015,1963,05,0.9,Y
IDCJAC0001,014015,1963,06,0.3,Y
IDCJAC0001,014015,1963,07,0.9,Y
IDCJAC0001,014015,1963,08,0.3,Y
IDCJAC0001,014015,1963,09,0.0,Y
IDCJAC0001,014015,1963,10,46.1,Y
IDCJAC0001,014015,1963,11,61.8,Y
IDCJAC0001,014015,1963,12,228.9,Y
IDCJAC0001,014015,1964,01,319.3,Y
IDCJAC0001,014015,1964,02,117.3,Y
IDCJAC0001,014015,1964,03,350.8,Y
IDCJAC0001,014015,1964,04,126.2,Y
IDCJAC0001,014015,1964,05,1.8,Y
IDCJAC0001,014015,1964,06,2.0,Y
IDCJAC0001,014015,1964,07,0.0,Y
IDCJAC0001,014015,1964,08,0.0,Y
IDCJAC0001,014015,1964,09,70.7,Y
IDCJAC0001,014015,1964,10,82.2,Y
IDCJAC0001,014015,1964,11,370.8,Y
IDCJAC0001,014015,1964,12,262.4,Y
IDCJAC0001,014015,1965,01,136.1,Y
IDCJAC0001,014015,1965,02,132.7,Y
IDCJAC0001,014015,1965,03,595.0,Y
IDCJAC0001,014015,1965,04,2.0,Y
IDCJAC0001,014015,1965,05,14.2,Y
IDCJAC0001,014015,1965,06,0.3,Y
IDCJAC0001,014015,1965,07,0.0,Y
IDCJAC0001,014015,1965,08,0.0,Y
IDCJAC0001,014015,1965,09,21.6,Y
IDCJAC0001,014015,1965,10,4.8,Y
IDCJAC0001,014015,1965,11,64.8,Y
IDCJAC0001,014015,1965,12,582.9,Y
IDCJAC0001,014015,1966,01,432.7,Y
IDCJAC0001,014015,1966,02,263.9,Y
IDCJAC0001,014015,1966,03,130.5,Y
IDCJAC0001,014015,1966,04,39.1,Y
IDCJAC0001,014015,1966,05,0.8,Y
IDCJAC0001,014015,1966,06,1.0,Y
IDCJAC0001,014015,1966,07,0.0,Y
IDCJAC0001,014015,1966,08,3.8,Y
IDCJAC0001,014015,1966,09,1.8,Y
IDCJAC0001,014015,1966,10,85.0,Y
IDCJAC0001,014015,1966,11,118.0,Y
IDCJAC0001,014015,1966,12,293.0,Y
IDCJAC0001,014015,1967,01,434.2,Y
IDCJAC0001,014015,1967,02,641.6,Y
IDCJAC0001,014015,1967,03,289.3,Y
IDCJAC0001,014015,1967,04,29.7,Y
IDCJAC0001,014015,1967,05,37.1,Y
IDCJAC0001,014015,1967,06,0.0,Y
IDCJAC0001,014015,1967,07,0.0,Y
IDCJAC0001,014015,1967,08,0.0,Y
IDCJAC0001,014015,1967,09,0.5,Y
IDCJAC0001,014015,1967,10,6.1,Y
IDCJAC0001,014015,1967,11,82.1,Y
IDCJAC0001,014015,1967,12,106.7,Y
IDCJAC0001,014015,1968,01,547.9,Y
IDCJAC0001,014015,1968,02,673.1,Y
IDCJAC0001,014015,1968,03,227.3,Y
IDCJAC0001,014015,1968,04,96.6,Y
IDCJAC0001,014015,1968,05,298.9,Y
IDCJAC0001,014015,1968,06,0.0,Y
IDCJAC0001,014015,1968,07,9.4,Y
IDCJAC0001,014015,1968,08,5.7,Y
IDCJAC0001,014015,1968,09,13.2,Y
IDCJAC0001,014015,1968,10,69.6,Y
IDCJAC0001,014015,1968,11,57.0,Y
IDCJAC0001,014015,1968,12,122.5,Y
IDCJAC0001,014015,1969,01,374.1,Y
IDCJAC0001,014015,1969,02,814.5,Y
IDCJAC0001,014015,1969,03,346.0,Y
IDCJAC0001,014015,1969,04,13.1,Y
IDCJAC0001,014015,1969,05,3.0,Y
IDCJAC0001,014015,1969,06,0.0,Y
IDCJAC0001,014015,1969,07,5.1,Y
IDCJAC0001,014015,1969,08,0.0,Y
IDCJAC0001,014015,1969,09,18.8,Y
IDCJAC0001,014015,1969,10,170.7,Y
IDCJAC0001,014015,1969,11,40.9,Y
IDCJAC0001,014015,1969,12,160.4,Y
IDCJAC0001,014015,1970,01,220.2,Y
IDCJAC0001,014015,1970,02,312.4,Y
IDCJAC0001,014015,1970,03,124.5,Y
IDCJAC0001,014015,1970,04,33.4,Y
IDCJAC0001,014015,1970,05,19.1,Y
IDCJAC0001,014015,1970,06,0.0,Y
IDCJAC0001,014015,1970,07,0.0,Y
IDCJAC0001,014015,1970,08,0.0,Y
IDCJAC0001,014015,1970,09,17.5,Y
IDCJAC0001,014015,1970,10,169.2,Y
IDCJAC0001,014015,1970,11,130.1,Y
IDCJAC0001,014015,1970,12,198.0,Y
IDCJAC0001,014015,1971,01,388.7,Y
IDCJAC0001,014015,1971,02,298.0,Y
IDCJAC0001,014015,1971,03,471.8,Y
IDCJAC0001,014015,1971,04,186.6,Y
IDCJAC0001,014015,1971,05,28.7,Y
IDCJAC0001,014015,1971,06,0.0,Y
IDCJAC0001,014015,1971,07,0.0,Y
IDCJAC0001,014015,1971,08,0.0,Y
IDCJAC0001,014015,1971,09,20.9,Y
IDCJAC0001,014015,1971,10,79.9,Y
IDCJAC0001,014015,1971,11,191.6,Y
IDCJAC0001,014015,1971,12,306.3,Y
IDCJAC0001,014015,1972,01,230.1,Y
IDCJAC0001,014015,1972,02,425.9,Y
IDCJAC0001,014015,1972,03,362.4,Y
IDCJAC0001,014015,1972,04,73.2,Y
IDCJAC0001,014015,1972,05,25.9,Y
IDCJAC0001,014015,1972,06,0.0,Y
IDCJAC0001,014015,1972,07,0.0,Y
IDCJAC0001,014015,1972,08,3.3,Y
IDCJAC0001,014015,1972,09,26.8,Y
IDCJAC0001,014015,1972,10,55.1,Y
IDCJAC0001,014015,1972,11,126.8,Y
IDCJAC0001,014015,1972,12,162.0,Y
IDCJAC0001,014015,1973,01,536.0,Y
IDCJAC0001,014015,1973,02,137.6,Y
IDCJAC0001,014015,1973,03,467.5,Y
IDCJAC0001,014015,1973,04,30.9,Y
IDCJAC0001,014015,1973,05,15.5,Y
IDCJAC0001,014015,1973,06,41.4,Y
IDCJAC0001,014015,1973,07,0.0,Y
IDCJAC0001,014015,1973,08,0.0,Y
IDCJAC0001,014015,1973,09,0.3,Y
IDCJAC0001,014015,1973,10,42.8,Y
IDCJAC0001,014015,1973,11,126.5,Y
IDCJAC0001,014015,1973,12,268.2,Y
IDCJAC0001,014015,1974,01,746.8,Y
IDCJAC0001,014015,1974,02,370.1,Y
IDCJAC0001,014015,1974,03,497.3,Y
IDCJAC0001,014015,1974,04,57.2,Y
IDCJAC0001,014015,1974,05,0.2,Y
IDCJAC0001,014015,1974,06,0.0,Y
IDCJAC0001,014015,1974,07,0.0,Y
IDCJAC0001,014015,1974,08,35.3,Y
IDCJAC0001,014015,1974,09,26.1,Y
IDCJAC0001,014015,1974,10,118.8,Y
IDCJAC0001,014015,1974,11,127.6,Y
IDCJAC0001,014015,1974,12,664.5,Y
IDCJAC0001,014015,1975,01,336.6,Y
IDCJAC0001,014015,1975,02,514.5,Y
IDCJAC0001,014015,1975,03,361.5,Y
IDCJAC0001,014015,1975,04,100.4,Y
IDCJAC0001,014015,1975,05,1.4,Y
IDCJAC0001,014015,1975,06,0.0,Y
IDCJAC0001,014015,1975,07,0.0,Y
IDCJAC0001,014015,1975,08,0.2,Y
IDCJAC0001,014015,1975,09,7.2,Y
IDCJAC0001,014015,1975,10,154.7,Y
IDCJAC0001,014015,1975,11,237.8,Y
IDCJAC0001,014015,1975,12,195.5,Y
IDCJAC0001,014015,1976,01,531.6,Y
IDCJAC0001,014015,1976,02,380.9,Y
IDCJAC0001,014015,1976,03,502.2,Y
IDCJAC0001,014015,1976,04,36.2,Y
IDCJAC0001,014015,1976,05,0.6,Y
IDCJAC0001,014015,1976,06,0.0,Y
IDCJAC0001,014015,1976,07,0.0,Y
IDCJAC0001,014015,1976,08,0.0,Y
IDCJAC0001,014015,1976,09,0.0,Y
IDCJAC0001,014015,1976,10,16.2,Y
IDCJAC0001,014015,1976,11,17.2,Y
IDCJAC0001,014015,1976,12,77.8,Y
IDCJAC0001,014015,1977,01,532.8,Y
IDCJAC0001,014015,1977,02,407.7,Y
IDCJAC0001,014015,1977,03,1013.6,Y
IDCJAC0001,014015,1977,04,147.6,Y
IDCJAC0001,014015,1977,05,28.8,Y
IDCJAC0001,014015,1977,06,0.0,Y
IDCJAC0001,014015,1977,07,0.0,Y
IDCJAC0001,014015,1977,08,0.0,Y
IDCJAC0001,014015,1977,09,3.2,Y
IDCJAC0001,014015,1977,10,18.8,Y
IDCJAC0001,014015,1977,11,38.6,Y
IDCJAC0001,014015,1977,12,194.0,Y
IDCJAC0001,014015,1978,01,508.4,Y
IDCJAC0001,014015,1978,02,278.4,Y
IDCJAC0001,014015,1978,03,88.0,Y
IDCJAC0001,014015,1978,04,66.2,Y
IDCJAC0001,014015,1978,05,5.0,Y
IDCJAC0001,014015,1978,06,0.4,Y
IDCJAC0001,014015,1978,07,6.8,Y
IDCJAC0001,014015,1978,08,0.0,Y
IDCJAC0001,014015,1978,09,22.4,Y
IDCJAC0001,014015,1978,10,245.2,Y
IDCJAC0001,014015,1978,11,268.8,Y
IDCJAC0001,014015,1978,12,244.8,Y
IDCJAC0001,014015,1979,01,444.2,Y
IDCJAC0001,014015,1979,02,142.6,Y
IDCJAC0001,014015,1979,03,228.3,Y
IDCJAC0001,014015,1979,04,37.6,Y
IDCJAC0001,014015,1979,05,64.4,Y
IDCJAC0001,014015,1979,06,0.0,Y
IDCJAC0001,014015,1979,07,0.0,Y
IDCJAC0001,014015,1979,08,0.0,Y
IDCJAC0001,014015,1979,09,2.6,Y
IDCJAC0001,014015,1979,10,75.6,Y
IDCJAC0001,014015,1979,11,37.4,Y
IDCJAC0001,014015,1979,12,164.4,Y
IDCJAC0001,014015,1980,01,694.0,Y
IDCJAC0001,014015,1980,02,361.4,Y
IDCJAC0001,014015,1980,03,235.6,Y
IDCJAC0001,014015,1980,04,38.8,Y
IDCJAC0001,014015,1980,05,0.0,Y
IDCJAC0001,014015,1980,06,0.0,Y
IDCJAC0001,014015,1980,07,0.0,Y
IDCJAC0001,014015,1980,08,31.6,Y
IDCJAC0001,014015,1980,09,0.0,Y
IDCJAC0001,014015,1980,10,61.8,Y
IDCJAC0001,014015,1980,11,159.4,Y
IDCJAC0001,014015,1980,12,262.2,Y
IDCJAC0001,014015,1981,01,905.8,Y
IDCJAC0001,014015,1981,02,214.2,Y
IDCJAC0001,014015,1981,03,419.8,Y
IDCJAC0001,014015,1981,04,51.6,Y
IDCJAC0001,014015,1981,05,7.2,Y
IDCJAC0001,014015,1981,06,0.0,Y
IDCJAC0001,014015,1981,07,1.4,Y
IDCJAC0001,014015,1981,08,36.6,Y
IDCJAC0001,014015,1981,09,129.8,Y
IDCJAC0001,014015,1981,10,29.4,Y
IDCJAC0001,014015,1981,11,142.8,Y
IDCJAC0001,014015,1981,12,225.8,Y
IDCJAC0001,014015,1982,01,644.0,Y
IDCJAC0001,014015,1982,02,224.6,Y
IDCJAC0001,014015,1982,03,278.2,Y
IDCJAC0001,014015,1982,04,51.2,Y
IDCJAC0001,014015,1982,05,0.0,Y
IDCJAC0001,014015,1982,06,0.0,Y
IDCJAC0001,014015,1982,07,0.0,Y
IDCJAC0001,014015,1982,08,7.8,Y
IDCJAC0001,014015,1982,09,15.6,Y
IDCJAC0001,014015,1982,10,1.2,Y
IDCJAC0001,014015,1982,11,184.0,Y
IDCJAC0001,014015,1982,12,88.0,Y
IDCJAC0001,014015,1983,01,216.0,Y
IDCJAC0001,014015,1983,02,272.0,Y
IDCJAC0001,014015,1983,03,676.0,Y
IDCJAC0001,014015,1983,04,209.4,Y
IDCJAC0001,014015,1983,05,14.0,Y
IDCJAC0001,014015,1983,06,0.0,Y
IDCJAC0001,014015,1983,07,0.0,Y
IDCJAC0001,014015,1983,08,0.0,Y
IDCJAC0001,014015,1983,09,18.0,Y
IDCJAC0001,014015,1983,10,146.0,Y
IDCJAC0001,014015,1983,11,157.4,Y
IDCJAC0001,014015,1983,12,177.4,Y
IDCJAC0001,014015,1984,01,418.6,Y
IDCJAC0001,014015,1984,02,586.2,Y
IDCJAC0001,014015,1984,03,358.6,Y
IDCJAC0001,014015,1984,04,150.8,Y
IDCJAC0001,014015,1984,05,0.0,Y
IDCJAC0001,014015,1984,06,0.0,Y
IDCJAC0001,014015,1984,07,0.0,Y
IDCJAC0001,014015,1984,08,45.4,Y
IDCJAC0001,014015,1984,09,66.6,Y
IDCJAC0001,014015,1984,10,33.0,Y
IDCJAC0001,014015,1984,11,162.2,Y
IDCJAC0001,014015,1984,12,127.4,Y
IDCJAC0001,014015,1985,01,281.4,Y
IDCJAC0001,014015,1985,02,299.8,Y
IDCJAC0001,014015,1985,03,229.2,Y
IDCJAC0001,014015,1985,04,189.6,Y
IDCJAC0001,014015,1985,05,0.0,Y
IDCJAC0001,014015,1985,06,0.0,Y
IDCJAC0001,014015,1985,07,0.0,Y
IDCJAC0001,014015,1985,08,0.0,Y
IDCJAC0001,014015,1985,09,1.0,Y
IDCJAC0001,014015,1985,10,82.0,Y
IDCJAC0001,014015,1985,11,58.4,Y
IDCJAC0001,014015,1985,12,92.4,Y
IDCJAC0001,014015,1986,01,660.4,Y
IDCJAC0001,014015,1986,02,267.2,Y
IDCJAC0001,014015,1986,03,282.8,Y
IDCJAC0001,014015,1986,04,100.2,Y
IDCJAC0001,014015,1986,05,14.6,Y
IDCJAC0001,014015,1986,06,2.8,Y
IDCJAC0001,014015,1986,07,5.2,Y
IDCJAC0001,014015,1986,08,11.0,Y
IDCJAC0001,014015,1986,09,5.6,Y
IDCJAC0001,014015,1986,10,169.8,Y
IDCJAC0001,014015,1986,11,103.2,Y
IDCJAC0001,014015,1986,12,115.0,Y
IDCJAC0001,014015,1987,01,607.2,Y
IDCJAC0001,014015,1987,02,381.4,Y
IDCJAC0001,014015,1987,03,93.0,Y
IDCJAC0001,014015,1987,04,82.8,Y
IDCJAC0001,014015,1987,05,145.8,Y
IDCJAC0001,014015,1987,06,0.0,Y
IDCJAC0001,014015,1987,07,0.2,Y
IDCJAC0001,014015,1987,08,0.0,Y
IDCJAC0001,014015,1987,09,21.8,Y
IDCJAC0001,014015,1987,10,2.4,Y
IDCJAC0001,014015,1987,11,104.0,Y
IDCJAC0001,014015,1987,12,539.2,Y
IDCJAC0001,014015,1988,01,233.4,Y
IDCJAC0001,014015,1988,02,277.8,Y
IDCJAC0001,014015,1988,03,334.6,Y
IDCJAC0001,014015,1988,04,19.6,Y
IDCJAC0001,014015,1988,05,74.8,Y
IDCJAC0001,014015,1988,06,0.0,Y
IDCJAC0001,014015,1988,07,0.2,Y
IDCJAC0001,014015,1988,08,51.2,Y
IDCJAC0001,014015,1988,09,48.8,Y
IDCJAC0001,014015,1988,10,161.8,Y
IDCJAC0001,014015,1988,11,248.0,Y
IDCJAC0001,014015,1988,12,402.8,Y
IDCJAC0001,014015,1989,01,267.8,Y
IDCJAC0001,014015,1989,02,161.8,Y
IDCJAC0001,014015,1989,03,573.8,Y
IDCJAC0001,014015,1989,04,184.6,Y
